Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNOLOGI INFORMASI,S1,24,388,6.19
UNIVERSITAS BRAWIJAYA,TEKNOLOGI INFORMASI,S1,64,725,8.83
UNIVERSITAS GADJAH MADA,TEKNOLOGI INFORMASI,S1,28,1760,1.59
UNIVERSITAS ISLAM NEGERI AR-RANIRY,TEKNOLOGI INFORMASI,S1,36,114,31.58
UNIVERSITAS ISLAM NEGERI WALISONGO,TEKNOLOGI INFORMASI,S1,48,116,41.38
UNIVERSITAS JEMBER,TEKNOLOGI INFORMASI,S1,50,367,13.62
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI INFORMASI,S1,30,443,6.77
UNIVERSITAS NEGERI YOGYAKARTA,TEKNOLOGI INFORMASI,S1,18,923,1.95
UNIVERSITAS SUMATERA UTARA,TEKNOLOGI INFORMASI,S1,45,1755,2.56
UNIVERSITAS TEUKU UMAR,TEKNOLOGI INFORMASI,S1,60,172,34.88
UNIVERSITAS TIMOR,TEKNOLOGI INFORMASI,S1,50,204,24.51
UNIVERSITAS UDAYANA,TEKNOLOGI INFORMASI,S1,64,529,12.1
