Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI PENDIDIKAN,S1,30,108,27.78
UNIVERSITAS NEGERI JAKARTA,TEKNOLOGI PENDIDIKAN,S1,36,458,7.86
UNIVERSITAS NEGERI MAKASSAR,TEKNOLOGI PENDIDIKAN,S1,32,168,19.05
UNIVERSITAS NEGERI MALANG,TEKNOLOGI PENDIDIKAN,S1,50,371,13.48
UNIVERSITAS NEGERI PADANG,TEKNOLOGI PENDIDIKAN,S1,62,439,14.12
UNIVERSITAS NEGERI SEMARANG,TEKNOLOGI PENDIDIKAN,S1,36,351,10.26
UNIVERSITAS NEGERI YOGYAKARTA,TEKNOLOGI PENDIDIKAN,S1,36,541,6.65
UNIVERSITAS PALANGKARAYA,TEKNOLOGI PENDIDIKAN,S1,40,58,68.97
UNIVERSITAS PENDIDIKAN GANESHA,TEKNOLOGI PENDIDIKAN,S1,20,29,68.97
UNIVERSITAS PENDIDIKAN INDONESIA,TEKNOLOGI PENDIDIKAN,S1,41,462,8.87
