Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,PENDIDIKAN KIMIA,S1,40,77,51.95
UNIVERSITAS HALUOLEO,PENDIDIKAN KIMIA,S1,32,55,58.18
UNIVERSITAS ISLAM NEGERI JAKARTA,PENDIDIKAN KIMIA,S1,38,99,38.38
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN KIMIA,S1,45,31,100.0
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,PENDIDIKAN KIMIA,S1,38,59,64.41
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PENDIDIKAN KIMIA,S1,28,44,63.64
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN KIMIA,S1,48,26,100.0
UNIVERSITAS MARITIM RAJA ALI HAJI,PENDIDIKAN KIMIA,S1,36,17,100.0
UNIVERSITAS MATARAM,PENDIDIKAN KIMIA,S1,50,56,89.29
UNIVERSITAS MULAWARMAN,PENDIDIKAN KIMIA,S1,32,60,53.33
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN KIMIA,S1,12,4,100.0
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN KIMIA,S1,43,27,100.0
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN KIMIA,S1,36,217,16.59
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN KIMIA,S1,29,148,19.59
UNIVERSITAS NEGERI MALANG,PENDIDIKAN KIMIA,S1,54,194,27.84
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN KIMIA,S1,110,353,31.16
UNIVERSITAS NEGERI PADANG,PENDIDIKAN KIMIA,S1,74,215,34.42
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN KIMIA,S1,48,262,18.32
UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN KIMIA,S1,36,257,14.01
UNIVERSITAS PAPUA,PENDIDIKAN KIMIA,S1,16,1,100.0
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN KIMIA,S1,24,28,85.71
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KIMIA,S1,40,345,11.59
UNIVERSITAS SAMUDRA,PENDIDIKAN KIMIA,S1,16,9,100.0
UNIVERSITAS SEBELAS MARET,PENDIDIKAN KIMIA,S1,24,252,9.52
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN KIMIA,S1,36,3,100.0
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN KIMIA,S1,40,157,25.48
UNIVERSITAS SYIAH KUALA,PENDIDIKAN KIMIA,S1,45,112,40.18
