Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS CENDERAWASIH,ILMU KEOLAHRAGAAN,80,1,100.0
UNIVERSITAS HALUOLEO,ILMU KEOLAHRAGAAN,24,73,32.88
UNIVERSITAS NEGERI JAKARTA,ILMU KEOLAHRAGAAN,36,114,31.58
UNIVERSITAS NEGERI MAKASSAR,ILMU KEOLAHRAGAAN,52,102,50.98
UNIVERSITAS NEGERI MALANG,ILMU KEOLAHRAGAAN,47,150,31.33
UNIVERSITAS NEGERI MANADO,ILMU KEOLAHRAGAAN,16,9,100.0
UNIVERSITAS NEGERI MEDAN,ILMU KEOLAHRAGAAN,92,97,94.85
UNIVERSITAS NEGERI SEMARANG,ILMU KEOLAHRAGAAN,48,141,34.04
UNIVERSITAS NEGERI SURABAYA,ILMU KEOLAHRAGAAN,81,136,59.56
UNIVERSITAS NEGERI YOGYAKARTA,ILMU KEOLAHRAGAAN,24,155,15.48
UNIVERSITAS PENDIDIKAN GANESHA,ILMU KEOLAHRAGAAN,12,6,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KEOLAHRAGAAN,60,145,41.38
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU KEOLAHRAGAAN,36,42,85.71
UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU KEOLAHRAGAAN,20,63,31.75
