Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,PENDIDIKAN MATEMATIKA,16,212,7.55
UNIVERSITAS BORNEO TARAKAN,PENDIDIKAN MATEMATIKA,24,28,85.71
UNIVERSITAS HALUOLEO,PENDIDIKAN MATEMATIKA,36,206,17.48
UNIVERSITAS ISLAM NEGERI JAKARTA,PENDIDIKAN MATEMATIKA,25,349,7.16
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN MATEMATIKA,18,111,16.22
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,PENDIDIKAN MATEMATIKA,15,140,10.71
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,PENDIDIKAN MATEMATIKA,30,245,12.24
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PENDIDIKAN MATEMATIKA,12,155,7.74
UNIVERSITAS JEMBER,PENDIDIKAN MATEMATIKA,45,458,9.83
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN MATEMATIKA,60,93,64.52
UNIVERSITAS MARITIM RAJA ALI HAJI,PENDIDIKAN MATEMATIKA,45,59,76.27
UNIVERSITAS MATARAM,PENDIDIKAN MATEMATIKA,36,205,17.56
UNIVERSITAS MULAWARMAN,PENDIDIKAN MATEMATIKA,24,174,13.79
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN MATEMATIKA,15,10,100.0
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN MATEMATIKA,58,138,42.03
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN MATEMATIKA,20,304,6.58
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN MATEMATIKA,22,403,5.46
UNIVERSITAS NEGERI MALANG,PENDIDIKAN MATEMATIKA,50,605,8.26
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN MATEMATIKA,53,823,6.44
UNIVERSITAS NEGERI PADANG,PENDIDIKAN MATEMATIKA,44,428,10.28
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN MATEMATIKA,63,1107,5.69
UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN MATEMATIKA,27,676,3.99
UNIVERSITAS PAPUA,PENDIDIKAN MATEMATIKA,12,2,100.0
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN MATEMATIKA,39,84,46.43
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MATEMATIKA,27,671,4.02
UNIVERSITAS SAMUDRA,PENDIDIKAN MATEMATIKA,16,51,31.37
UNIVERSITAS SEBELAS MARET,PENDIDIKAN MATEMATIKA,16,488,3.28
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN MATEMATIKA,30,12,100.0
UNIVERSITAS SILIWANGI,PENDIDIKAN MATEMATIKA,28,372,7.53
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN MATEMATIKA,24,413,5.81
UNIVERSITAS SYIAH KUALA,PENDIDIKAN MATEMATIKA,30,298,10.07
UNIVERSITAS TIDAR,PENDIDIKAN MATEMATIKA,32,209,15.31
